Species,mean_Weight,mean_totalCulmen,mean_exposedCulmen,mean_billDepth,mean_billWidth,mean_gape,mean_wingLength,mean_distPrimarySecondary,mean_tailLength,mean_tailShape,mean_Tarsus,mean_Hallux
Orochelidon murina,12.916666666666666,9.189111111111112,5.866590909090909,2.493333333333333,3.8234090909090908,7.671290322580645,111.01272727272728,56.73125,63.071463414634145,-1.0995454545454535,12.028235294117646,7.69952380952381
Oxypogon guerinii,6.8,13.858095238095238,8.632941176470588,1.9135,1.9041176470588235,3.4675,66.54315789473684,44.35888888888889,51.43681818181818,-5.725263157894736,5.521875,9.3055
Oxypogon stubelii,7.5,9.2,8.3,1.8,1.85,NA,66.4,NA,56.2,NA,NA,NA
Pachyramphus versicolor,14.06,12.796666666666667,9.713333333333333,4.618888888888889,4.94125,7.8,63.02875,11.651111111111112,47.193333333333335,8.036249999999999,16.225555555555555,12.063333333333333
Patagioenas fasciata,287.725,25.77777777777778,18.081,5.404444444444445,5.453,8.546,171.40285714285713,57.58111111111111,112.88875,20.205,24.934285714285714,19.094444444444445
Phrygilus unicolor,27.382758620689657,14.2186,11.73108695652174,6.319782608695652,5.312926829268292,6.853243243243243,87.5678431372549,14.484047619047619,60.52392156862745,0.11250000000000003,24.961960784313725,15.770217391304348
Phyllomyias nigrocapillus,9.271764705882353,9.303,5.994137931034483,2.9941379310344827,3.136896551724138,5.6376,59.928620689655176,10.702307692307693,46.53259259259259,6.764782608695651,16.100714285714286,10.242068965517241
Phyllomyias uropygialis,10.5125,9.78111111111111,6.202,2.82,2.992,5.83875,59.413333333333334,10.445555555555556,47.138888888888886,4.753333333333333,16.547,10.835
Pipreola arcuata,98.6375,20.78333333333333,16.03333333333333,6.328571428571428,6.698333333333333,17.685,123.285,21.837142857142858,87.85428571428571,8.308571428571428,26.9575,17.86
Pipreola riefferii,50.68235294117647,16.730576923076924,11.74764705882353,5.087962962962963,5.581111111111111,11.974130434782609,89.26596153846154,15.203725490196078,69.83666666666667,3.259591836734694,21.894615384615385,14.5304
Poecilotriccus ruficeps,6.235,12.444,9.126,2.73,3.444,5.74,44.52,5.122,37.176,8.274,15.446,9.832
Pseudocolaptes boissonneautii,43.81428571428572,26.174054054054054,22.085945945945944,5.880857142857143,4.818,8.9572,103.26611111111112,18.200857142857142,91.33085714285714,29.889375,23.869705882352942,17.534411764705883
Pseudospingus verticalis,14.396206896551725,13.715128205128206,10.287878787878787,4.204848484848485,3.7556756756756755,6.782857142857143,70.98585365853658,10.827222222222222,67.4009756097561,15.407948717948718,21.105384615384615,12.5815
