Species,mean_Weight,mean_totalCulmen,mean_exposedCulmen,mean_billDepth,mean_billWidth,mean_gape,mean_wingLength,mean_distPrimarySecondary,mean_tailLength,mean_tailShape,mean_Tarsus,mean_Hallux
Pseudotriccus ruficeps,11.129714285714286,12.237169811320754,8.248039215686275,3.004468085106383,3.7816,6.9868421052631575,55.85041666666667,10.0616,43.972,8.880217391304347,21.508301886792452,13.01734693877551
Pterophanes cyanopterus,10.822727272727272,36.767,29.60478260869565,2.3313636363636365,2.293,4.0575,100.48695652173913,60.35,68.32608695652173,-1.635909090909091,6.618,7.7155555555555555
Pyrrhomyias cinnamomeus,9.813636363636364,13.390645161290323,8.85032258064516,2.919032258064516,5.066451612903226,7.996521739130435,67.24657142857143,14.57235294117647,55.04705882352941,2.4987499999999994,12.045757575757575,9.080294117647059
Pyrrhura calliptera,88,22.005,19.18,20.294999999999998,12.356,13.138,138.4,48.5,106.66,54.772,14.806,10.45
Ramphastos ambiguus,27,15.3,13.5,7,5.7,9,67,59,74,0,31.6,16
Ramphomicron microrhynchum,3.63027027027027,11.0965,7.3225,1.5978125,1.768,3.30741935483871,48.61875,25.645555555555553,37.2,4.7067499999999995,5.2700000000000005,6.3188571428571425
Scytalopus griseicollis,17.281944444444445,13.534807692307693,9.60017543859649,3.6732727272727272,3.375,6.547954545454545,54.578448275862065,3.815,40.396981132075474,14.36591836734694,21.23096153846154,16.756315789473685
Scytalopus latrans,17.430555555555557,14.389565217391304,9.854583333333334,3.652608695652174,3.2385,7.102631578947369,55.60423076923077,5.2452,40.17565217391304,12.952727272727273,21.5876,16.6872
Scytalopus opacus,17.85,11.89,7.715,3.935,3.42,6.99,57.155,2.5549999999999997,41.435,13.08,22.82,15.455
Sphenopsis frontalis,15.792727272727273,15.381333333333334,11.391875,4.684666666666667,4.3693333333333335,8.248,68.805,7.465,62.74058823529412,12.710666666666667,19.851875,12.832941176470587
Sphenopsis melanotis,16.7,14.258,12.004,4.824,4.232,8.094,69.64,8.774000000000001,67.164,7.796,21.182000000000002,14.27
Spinus psaltria,13,11.235,9.934999999999999,6.77,3.3150000000000004,6.029999999999999,67.955,32.155,39.614999999999995,3,13.39,10.275
Spinus spinescens,14.3436,11.964210526315789,10.097636363636363,6.293265306122449,4.746595744680851,6.6178723404255315,68.04542372881356,17.367368421052632,44.65960784313725,-0.0677272727272733,15.070188679245282,11.084
Sturnella magna,72,37.63294117647059,34.18333333333333,9.125294117647059,6.904117647058824,11.73625,109.831875,9.08235294117647,73.118125,12.346,38.509375,28.377058823529413
Synallaxis azarae,14.8,14.619285714285715,11.148928571428572,3.833076923076923,3.370357142857143,6.165909090909091,55.44888888888889,6.822916666666667,87.71083333333334,46.42818181818182,21.086153846153845,13.606785714285714
Synallaxis subpudica,17.383333333333333,15.149411764705883,10.5375,3.8561111111111113,3.3794444444444443,6.838888888888889,63.03294117647059,7.319444444444445,101.8925,62.91125,22.69333333333333,13.79375
Synallaxis unirufa,15.978947368421053,15.725238095238096,11.969130434782608,3.8018181818181818,3.4969565217391305,7.107368421052631,55.33125,7.2975,85.74380952380952,52.554736842105264,21.147391304347828,14.305217391304348
Systellura longirostris,40.205,20.651333333333334,13.612941176470589,3.6725,5.355833333333333,15.839,154.8111111111111,60.235,105.175625,19.182499999999997,14.020714285714286,5.620833333333334
Tangara nigroviridis,15.7,11.371666666666666,8.333333333333334,4.6375,4.551428571428572,7.36,72.66,15.821428571428571,48.04875,0,17.9025,9.8075
Tangara vassorii,16.975454545454546,11.740158730158731,7.979705882352941,4.792542372881356,4.735161290322581,7.93843137254902,73.67647058823529,15.230625,48.51384615384615,4.6379365079365105,17.49462686567164,10.701641791044777
Thlypopsis superciliaris,13.8875,14.284210526315789,10.598235294117647,4.588888888888889,4.03125,7.304444444444444,68.08736842105263,9.3225,60.15611111111111,10.926363636363636,20.70157894736842,12.185555555555556
Thraupis cyanocephala,32.74,17.186666666666667,12.415833333333333,7.397692307692307,6.395333333333333,9.205,88.35357142857143,20.990666666666666,67.30333333333333,3.2813333333333334,22.518571428571427,14.43
Thripadectes holostictus,38.5,24.72,19.884285714285713,6.388571428571429,5.481428571428571,10.316,83.93428571428572,8.916,90.3725,33.442499999999995,24.82857142857143,21.17142857142857
Tiaris obscurus,34,15.2,13.4,7.1,6.3,10.5,64.7,62.5,74,0,29.4,13.4
Troglodytes aedon,13.8,16.551666666666666,13.645,3.56125,3.314166666666667,8.084285714285715,53.909,7.391,39.78111111111111,11.58,20.103636363636365,13.423
Troglodytes solstitialis,12.02095238095238,15.384375,11.62551724137931,3.3526666666666665,3.18,6.693636363636363,48.97551724137931,4.569285714285714,35.915625,12.033478260869565,19.02074074074074,13.751333333333333
Trogon personatus,54.56,17.730555555555554,13.813333333333333,8.608666666666666,9.482941176470588,15.228,121.919375,46.21666666666667,143.05375,69.43692307692308,16.054,9.348749999999999
Turdus fuscater,142.4911320754717,29.244468085106384,23.799130434782608,8.701851851851853,7.4111290322580645,15.303918918918919,156.9862222222222,28.053478260869564,142.29670731707316,17.90375,43.53641025641026,24.262272727272727
Turdus serranus,78.36666666666666,25.597368421052632,20.395555555555557,6.845,5.959411764705882,13.058666666666667,118.726875,19.27166666666667,100.06888888888889,12.959166666666667,32.39944444444444,19.775555555555556
Uromyias agilis,9.8455,12.181481481481482,8.420370370370371,3.0504000000000002,3.752962962962963,7.7025,54.917931034482756,16.320869565217393,64.27925925925926,18.64521739130435,18.99222222222222,11.702
Uropsalis segmentata,42.666666666666664,21.155,11.365,4.04,6.26,19.223333333333333,171,70.8425,172.6125,-64.6625,15.0925,5.800000000000001
Urothraupis stolzmanni,21.71,15.118,11.019285714285715,5.722857142857142,4.1854545454545455,7.5225,77.86214285714286,18.44066666666667,75.778,23.313846153846153,26.007142857142856,15.182142857142857
Veniliornis nigriceps,40.9375,21.75125,18.478749999999998,6.595,6.64625,9.458333333333334,102.0375,15.93142857142857,64.7325,23,20.415,12.5175
Zonotrichia capensis,21.1,13.611698113207547,11.294807692307693,6.4445098039215685,5.5475510204081635,7.892,63.46611111111111,15.138378378378379,57.278363636363636,1.228965517241379,22.396666666666665,14.49843137254902
