decimalLongitude,decimalLatitude,Elevation,ParamoComplex,Department,Locality,clusters,unique_locality
-75.973556,3.304972,2920,Complejo de Paramos Las Hermosas (HMS),Tolima,"Tolima: Rioblanco: Herrera, Cuenca Rio Hereje, Vda. las Mercedes, predio el Auxilio",3,HMS_165
-75.974306,3.305444,2920,Complejo de Paramos Las Hermosas (HMS),Tolima,"Tolima: Rioblanco: Herrera, Cuenca Rio Hereje, Vda. las Mercedes, predio el Auxilio",3,HMS_166
-75.993889,3.315722,3320,Complejo de Paramos Las Hermosas (HMS),Tolima,"Tolima: Rioblanco: Herrera, Cuenca Rio Hereje, Vda. las Mercedes, predio el Auxilio",3,HMS_167
-75.989806,3.310028,3120,Complejo de Paramos Las Hermosas (HMS),Tolima,"Tolima: Rioblanco: Herrera, Cuenca Rio Hereje, Vda. las Mercedes, predio el Auxilio",1,HMS_168
-75.990083,3.309611,3120,Complejo de Paramos Las Hermosas (HMS),Tolima,"Tolima: Rioblanco: Herrera, Cuenca Rio Hereje, Vda. las Mercedes, predio el Auxilio",1,HMS_169
-76.075556,3.539278,3295,Complejo de Paramos Las Hermosas (HMS),Valle del Cauca,"Valle del Cauca: Palmira: Cuenca Rio Amaime, Vda. la Nevera, Fca. la Victoria",1,HMS_170
-76.077806,3.536917,3420,Complejo de Paramos Las Hermosas (HMS),Valle del Cauca,"Valle del Cauca: Palmira: Cuenca Rio Amaime, Vda. la Nevera, Fca. la Victoria",1,HMS_171
-76.072417,3.535806,3170,Complejo de Paramos Las Hermosas (HMS),Valle del Cauca,"Valle del Cauca: Palmira: Cuenca Rio Amaime, Vda. la Nevera, Fca. la Victoria",3,HMS_172
-76.070889,3.538972,3045,Complejo de Paramos Las Hermosas (HMS),Valle del Cauca,"Valle del Cauca: Palmira: Cuenca Rio Amaime, Vda. la Nevera, Fca. la Victoria",3,HMS_173
-76.078083,3.537361,3420,Complejo de Paramos Las Hermosas (HMS),Valle del Cauca,"Valle del Cauca: Palmira: Cuenca Rio Amaime, Vda. la Nevera, Fca. la Victoria",1,HMS_174
-76.076167,3.539306,3295,Complejo de Paramos Las Hermosas (HMS),Valle del Cauca,"Valle del Cauca: Palmira: Cuenca Rio Amaime, Vda. la Nevera, Fca. la Victoria",1,HMS_175
-76.073417,3.536528,3170,Complejo de Paramos Las Hermosas (HMS),Valle del Cauca,"Valle del Cauca: Palmira: Cuenca Rio Amaime, Vda. la Nevera, Fca. la Victoria",3,HMS_176
-76.070889,3.539,3045,Complejo de Paramos Las Hermosas (HMS),Valle del Cauca,"Valle del Cauca: Palmira: Cuenca Rio Amaime, Vda. la Nevera, Fca. la Victoria",3,HMS_177
-75.967333,3.975472,3500,Complejo de Paramos Las Hermosas (HMS),Valle del Cauca,"Valle del Cauca: Tulua: Santa Lucia, Cuenca Rio Tulua, Cgto. Santa Lucia, Fca. la Cascada",1,HMS_178
-75.968222,3.974528,3500,Complejo de Paramos Las Hermosas (HMS),Valle del Cauca,"Valle del Cauca: Tulua: Santa Lucia, Cuenca Rio Tulua, Cgto. Santa Lucia, Fca. la Cascada",1,HMS_179
-75.973444,3.981167,3125,Complejo de Paramos Las Hermosas (HMS),Valle del Cauca,"Valle del Cauca: Tulua: Santa Lucia, Cuenca Rio Tulua, Cgto. Santa Lucia, Fca. la Cascada",1,HMS_180
-75.973833,3.978861,3250,Complejo de Paramos Las Hermosas (HMS),Valle del Cauca,"Valle del Cauca: Tulua: Santa Lucia, Cuenca Rio Tulua, Cgto. Santa Lucia, Fca. la Cascada",1,HMS_181
-75.973194,3.9765,3375,Complejo de Paramos Las Hermosas (HMS),Valle del Cauca,"Valle del Cauca: Tulua: Santa Lucia, Cuenca Rio Tulua, Cgto. Santa Lucia, Fca. la Cascada",1,HMS_182
-75.973056,3.975583,3375,Complejo de Paramos Las Hermosas (HMS),Valle del Cauca,"Valle del Cauca: Tulua: Santa Lucia, Cuenca Rio Tulua, Cgto. Santa Lucia, Fca. la Cascada",1,HMS_183
-75.973056,3.975806,3375,Complejo de Paramos Las Hermosas (HMS),Valle del Cauca,"Valle del Cauca: Tulua: Santa Lucia, Cuenca Rio Tulua, Cgto. Santa Lucia, Fca. la Cascada",1,HMS_184
-75.973806,3.98125,3125,Complejo de Paramos Las Hermosas (HMS),Valle del Cauca,"Valle del Cauca: Tulua: Santa Lucia, Cuenca Rio Tulua, Cgto. Santa Lucia, Fca. la Cascada",1,HMS_185
-75.419917,4.618667,3470,Complejo de paramos Los Nevados (NVS),Quindio,"Quindio: Salento: Vda. Cocora, predio Estrella de Agua, Sector Paramo de Frontino",1,NVS_186
-75.4192,4.616517,3560,Complejo de paramos Los Nevados (NVS),Quindio,"Quindio: Salento: Vda. Cocora, predio Estrella de Agua, Sector Paramo de Frontino",1,NVS_187
-75.418583,4.617433,3560,Complejo de paramos Los Nevados (NVS),Quindio,"Quindio: Salento: Vda. Cocora, predio Estrella de Agua, Sector Paramo de Frontino",1,NVS_188
-75.424783,4.615733,3310,Complejo de paramos Los Nevados (NVS),Quindio,"Quindio: Salento: Vda. Cocora, predio Estrella de Agua, Sector Paramo de Frontino",1,NVS_189
-75.4209,4.6179500000000004,3470,Complejo de paramos Los Nevados (NVS),Quindio,"Quindio: Salento: Vda. Cocora, predio Estrella de Agua, Sector Paramo de Frontino",1,NVS_190
-75.424,4.615267,3310,Complejo de paramos Los Nevados (NVS),Quindio,"Quindio: Salento: Vda. Cocora, predio Estrella de Agua, Sector Paramo de Frontino",1,NVS_191
-75.429328,4.618464,3230,Complejo de paramos Los Nevados (NVS),Quindio,"Quindio: Salento: Vda. Cocora, predio Estrella de Agua, Sector Paramo de Frontino",1,NVS_192
-75.429633,4.61885,3230,Complejo de paramos Los Nevados (NVS),Quindio,"Quindio: Salento: Vda. Cocora, predio Estrella de Agua, Sector Paramo de Frontino",1,NVS_193
-75.422717,4.615783,3390,Complejo de paramos Los Nevados (NVS),Quindio,"Quindio: Salento: Vda. Cocora, predio Estrella de Agua, Sector Paramo de Frontino",1,NVS_194
-75.423767,4.618483,3390,Complejo de paramos Los Nevados (NVS),Quindio,"Quindio: Salento: Vda. Cocora, predio Estrella de Agua, Sector Paramo de Frontino",1,NVS_195
-75.387636,5.074553,3491,Complejo de Paramos Los Nevados (NVS),Caldas,"Caldas: Manizales: Vda. El Desquite, Fca. Martinica, Reserva Forestal Protectora Rio Blanco",1,NVS_196
-75.385119,5.071422,3545,Complejo de Paramos Los Nevados (NVS),Caldas,"Caldas: Manizales: Vda. El Desquite, Fca. Martinica, Reserva Forestal Protectora Rio Blanco",1,NVS_197
-75.371375,5.06365,3774,Complejo de Paramos Los Nevados (NVS),Caldas,"Caldas: Manizales: Vda. El Desquite, Fca. Martinica, Reserva Forestal Protectora Rio Blanco",1,NVS_198
-75.377531,5.069175,3629,Complejo de Paramos Los Nevados (NVS),Caldas,"Caldas: Manizales: Vda. El Desquite, Fca. Martinica, Reserva Forestal Protectora Rio Blanco",1,NVS_199
-75.485642,4.824056,3691,Complejo de Paramos Los Nevados (NVS),Risaralda,"Risaralda: Santa Rosa de Cabal: Vda. La Linda, Sector Cortaderal, Hacienda La Sierra",1,NVS_200
-75.488386,4.813414,3813,Complejo de Paramos Los Nevados (NVS),Risaralda,"Risaralda: Santa Rosa de Cabal: Vda. La Linda, Sector Cortaderal, Hacienda La Sierra",1,NVS_201
-75.483367,4.818161,3749,Complejo de Paramos Los Nevados (NVS),Risaralda,"Risaralda: Santa Rosa de Cabal: Vda. La Linda, Sector Cortaderal, Hacienda La Sierra",1,NVS_202
-75.489433,4.806786,3946,Complejo de Paramos Los Nevados (NVS),Risaralda,"Risaralda: Santa Rosa de Cabal: Vda. La Linda, Sector Cortaderal, Hacienda La Sierra",1,NVS_203
-75.225003,4.623619,3604,Complejo de Paramos Los Nevados (NVS),Tolima,"Tolima: Anzoategui: Cgto. Juntas, Vda. El Vergel, Hacienda Diostan",1,NVS_204
-75.218997,4.628258,3529,Complejo de Paramos Los Nevados (NVS),Tolima,"Tolima: Anzoategui: Cgto. Juntas, Vda. El Vergel, Hacienda Diostan",1,NVS_205
-75.232714,4.643692,3684,Complejo de Paramos Los Nevados (NVS),Tolima,"Tolima: Anzoategui: Cgto. Juntas, Vda. El Vergel, Hacienda Diostan",1,NVS_206
-75.237761,4.644622,3847,Complejo de Paramos Los Nevados (NVS),Tolima,"Tolima: Anzoategui: Cgto. Juntas, Vda. El Vergel, Hacienda Diostan",1,NVS_207
-75.256058,4.881497,3820,Complejo de Paramos Los Nevados (NVS),Tolima,"Tolima: Murillo: Cgto. El Bosque, Vda. La Cabana, Fca. El Recreo",1,NVS_208
-75.267428,4.890081,3640,Complejo de Paramos Los Nevados (NVS),Tolima,"Tolima: Murillo: Cgto. El Bosque, Vda. La Cabana, Fca. El Recreo",1,NVS_209
-75.267428,4.890081,3632,Complejo de Paramos Los Nevados (NVS),Tolima,"Tolima: Murillo: Cgto. El Bosque, Vda. La Cabana, Fca. El Recreo",1,NVS_210
-75.263217,4.873558,4000,Complejo de Paramos Los Nevados (NVS),Tolima,"Tolima: Murillo: Cgto. El Bosque, Vda. La Cabana, Fca. El Recreo",1,NVS_211
-75.231531,4.899778,3500,Complejo de Paramos Los Nevados (NVS),Tolima,"Tolima: Murillo: Cgto. El Bosque, Vda. La Cabana, Fca. El Recreo",1,NVS_212
-75.231531,4.899778,3488,Complejo de Paramos Los Nevados (NVS),Tolima,"Tolima: Murillo: Cgto. El Bosque, Vda. La Cabana, Fca. El Recreo",1,NVS_213
-72.987089,10.017458,2600,Complejo de Paramos Perija (PRJ),Cesar,Cesar: Agustin Codazzi: Vda. La Frontera,5,PRJ_214
-72.985386,10.015333,2600,Complejo de Paramos Perija (PRJ),Cesar,Cesar: Agustin Codazzi: Vda. La Frontera,5,PRJ_215
-72.984422,10.014356,2600,Complejo de Paramos Perija (PRJ),Cesar,Cesar: Agustin Codazzi: Vda. La Frontera,5,PRJ_216
-72.986244,10.016394,2600,Complejo de Paramos Perija (PRJ),Cesar,Cesar: Agustin Codazzi: Vda. La Frontera,5,PRJ_217
-72.913931,10.293381,2800,Complejo de Paramos Perija (PRJ),Cesar,Cesar: La Paz: Cgto. San Jose de Oriente,5,PRJ_218
-72.914436,10.292092,2800,Complejo de Paramos Perija (PRJ),Cesar,Cesar: La Paz: Cgto. San Jose de Oriente,5,PRJ_219
-72.914572,10.290744,2800,Complejo de Paramos Perija (PRJ),Cesar,Cesar: La Paz: Cgto. San Jose de Oriente,5,PRJ_220
-72.913469,10.294717,2800,Complejo de Paramos Perija (PRJ),Cesar,Cesar: La Paz: Cgto. San Jose de Oriente,5,PRJ_221
-72.927336,10.356222,2800,Complejo de Paramos Perija (PRJ),Cesar,Cesar: La Paz: Sitio Sabana Rubia,5,PRJ_222
-72.925781,10.348428,2600,Complejo de Paramos Perija (PRJ),Cesar,Cesar: La Paz: Sitio Sabana Rubia,5,PRJ_223
-72.924617,10.349169,2600,Complejo de Paramos Perija (PRJ),Cesar,Cesar: La Paz: Sitio Sabana Rubia,5,PRJ_224
-72.923678,10.350158,2600,Complejo de Paramos Perija (PRJ),Cesar,Cesar: La Paz: Sitio Sabana Rubia,5,PRJ_225
-72.922942,10.351369,2600,Complejo de Paramos Perija (PRJ),Cesar,Cesar: La Paz: Sitio Sabana Rubia,5,PRJ_226
-72.929947,10.357117,2800,Complejo de Paramos Perija (PRJ),Cesar,Cesar: La Paz: Sitio Sabana Rubia,5,PRJ_227
-72.928636,10.356739,2800,Complejo de Paramos Perija (PRJ),Cesar,Cesar: La Paz: Sitio Sabana Rubia,5,PRJ_228
-72.925994,10.356108,2800,Complejo de Paramos Perija (PRJ),Cesar,Cesar: La Paz: Sitio Sabana Rubia,5,PRJ_229
-72.914975,10.385581,2400,Complejo de Paramos Perija (PRJ),Guajira,Guajira: La Jagua del Pilar: Sitio Cerro Pintao,5,PRJ_230
-72.922417,10.374889,2800,Complejo de Paramos Perija (PRJ),Guajira,Guajira: La Jagua del Pilar: Sitio Cerro Pintao,5,PRJ_231
-72.9246,10.373289,2800,Complejo de Paramos Perija (PRJ),Guajira,Guajira: La Jagua del Pilar: Sitio Cerro Pintao,5,PRJ_232
-72.9137,10.385044,2400,Complejo de Paramos Perija (PRJ),Guajira,Guajira: La Jagua del Pilar: Sitio Cerro Pintao,5,PRJ_233
-72.925628,10.372425,2800,Complejo de Paramos Perija (PRJ),Guajira,Guajira: La Jagua del Pilar: Sitio Cerro Pintao,5,PRJ_234
-72.916331,10.385242,2400,Complejo de Paramos Perija (PRJ),Guajira,Guajira: La Jagua del Pilar: Sitio Cerro Pintao,5,PRJ_235
-72.922081,10.379908,2600,Complejo de Paramos Perija (PRJ),Guajira,Guajira: La Jagua del Pilar: Sitio Cerro Pintao,5,PRJ_236
-72.917733,10.38525,2400,Complejo de Paramos Perija (PRJ),Guajira,Guajira: La Jagua del Pilar: Sitio Cerro Pintao,5,PRJ_237
-72.92465,10.378975,2600,Complejo de Paramos Perija (PRJ),Guajira,Guajira: La Jagua del Pilar: Sitio Cerro Pintao,5,PRJ_238
-72.923342,10.379381,2600,Complejo de Paramos Perija (PRJ),Guajira,Guajira: La Jagua del Pilar: Sitio Cerro Pintao,5,PRJ_239
-72.923619,10.374242,2800,Complejo de Paramos Perija (PRJ),Guajira,Guajira: La Jagua del Pilar: Sitio Cerro Pintao,5,PRJ_240
-72.925781,10.348428,2600,Complejo de Paramos Perija (PRJ),Guajira,Guajira: La Paz: Sitio Sabana Rubia,5,PRJ_241
-72.924617,10.349169,2600,Complejo de Paramos Perija (PRJ),Guajira,Guajira: La Paz: Sitio Sabana Rubia,5,PRJ_242
-75.250389,5.698028,2831,Complejo de Paramos Sonson (SSN),Antioquia,"Antioquia: Sonson: Vda. Chaverras, Paramo Alto de Chaverras",3,SSN_243
-75.2465,5.696278,2982,Complejo de Paramos Sonson (SSN),Antioquia,"Antioquia: Sonson: Vda. Chaverras, Paramo Alto de Chaverras",3,SSN_244
-75.247583,5.697056,2935,Complejo de Paramos Sonson (SSN),Antioquia,"Antioquia: Sonson: Vda. Chaverras, Paramo Alto de Chaverras",3,SSN_245
-75.249111,5.697889,2881,Complejo de Paramos Sonson (SSN),Antioquia,"Antioquia: Sonson: Vda. Chaverras, Paramo Alto de Chaverras",3,SSN_246
-75.239139,5.770333,2776,Complejo de Paramos Sonson (SSN),Antioquia,"Antioquia: Sonson: Vda. Manzanales Arriba, Paramo La Vieja",3,SSN_247
-75.236722,5.771111,2893,Complejo de Paramos Sonson (SSN),Antioquia,"Antioquia: Sonson: Vda. Manzanales Arriba, Paramo La Vieja",3,SSN_248
-75.232639,5.774083,3247,Complejo de Paramos Sonson (SSN),Antioquia,"Antioquia: Sonson: Vda. Manzanales Arriba, Paramo La Vieja",3,SSN_249
-75.27025,5.809028,2865,Complejo de Paramos Sonson (SSN),Antioquia,"Antioquia: Sonson: Vda. Nori, Paramo Cerro Nori",3,SSN_250
-75.268139,5.8116390000000004,3031,Complejo de Paramos Sonson (SSN),Antioquia,"Antioquia: Sonson: Vda. Nori, Paramo Cerro Nori",3,SSN_251
-75.268,5.810306,2975,Complejo de Paramos Sonson (SSN),Antioquia,"Antioquia: Sonson: Vda. Nori, Paramo Cerro Nori",3,SSN_252
-75.268278,5.809611,2917,Complejo de Paramos Sonson (SSN),Antioquia,"Antioquia: Sonson: Vda. Nori, Paramo Cerro Nori",3,SSN_253
-75.255417,5.726583,3032,Complejo de Paramos Sonson (SSN),Antioquia,"Antioquia: Sonson: Vda. San Francisco, Paramo Las Palomas",3,SSN_254
-75.257083,5.727139,2867,Complejo de Paramos Sonson (SSN),Antioquia,"Antioquia: Sonson: Vda. San Francisco, Paramo Las Palomas",3,SSN_255
-75.284861,5.346806,3506,Complejo de Paramos Sonson (SSN),Caldas,"Caldas: Pensilvania: Vda. La Brigada, Paramo Valle Alto",1,SSN_256
-75.285861,5.347639,3475,Complejo de Paramos Sonson (SSN),Caldas,"Caldas: Pensilvania: Vda. La Brigada, Paramo Valle Alto",1,SSN_257
-75.282889,5.347972,3537,Complejo de Paramos Sonson (SSN),Caldas,"Caldas: Pensilvania: Vda. La Brigada, Paramo Valle Alto",1,SSN_258
-75.277417,5.352778,3585,Complejo de Paramos Sonson (SSN),Caldas,"Caldas: Pensilvania: Vda. La Brigada, Paramo Valle Alto",1,SSN_259
-76.695278,1.980917,3261,Complejo de Paramos Sotara (STR),Cauca,"Cauca: La Vega: Vereda Monterredondo, Paramo de Barbillas",3,STR_260
-76.698583,1.97925,3343,Complejo de Paramos Sotara (STR),Cauca,"Cauca: La Vega: Vereda Monterredondo, Paramo de Barbillas",3,STR_261
-76.715222,1.975083,3423,Complejo de Paramos Sotara (STR),Cauca,"Cauca: La Vega: Vereda Monterredondo, Paramo de Barbillas",1,STR_262
-76.708611,2.001056,3574,Complejo de Paramos Sotara (STR),Cauca,"Cauca: La Vega: Vereda Monterredondo, Paramo de Barbillas",1,STR_263
-76.712694,1.998833,3495,Complejo de Paramos Sotara (STR),Cauca,"Cauca: La Vega: Vereda Nueva Providencia, Paramo Bellones-Tres Cerrillos",1,STR_264
-76.719528,1.994806,3332,Complejo de Paramos Sotara (STR),Cauca,"Cauca: La Vega: Vereda Nueva Providencia, Paramo Bellones-Tres Cerrillos",1,STR_265
-74.394517,3.922633,3348,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Cabrera: Vda. de Hoyerias,2,SCV_266
-74.39965,3.922017,3356,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Cabrera: Vda. de Hoyerias,2,SCV_267
-74.402817,3.932067,3106,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Cabrera: Vda. de Hoyerias,4,SCV_268
-74.400567,3.927383,3249,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Cabrera: Vda. de Hoyerias,4,SCV_269
-74.4005,3.927433,3250,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Cabrera: Vda. de Hoyerias,4,SCV_270
-74.402817,3.932233,3104,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Cabrera: Vda. de Hoyerias,4,SCV_271
-74.3946,3.922567,3349,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Cabrera: Vda. de Hoyerias,2,SCV_272
-74.394517,3.922717,3348,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Cabrera: Vda. de Hoyerias,2,SCV_273
-74.394983,3.92305,3350,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Cabrera: Vda. de Hoyerias,2,SCV_274
-74.394917,3.923033,3353,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Cabrera: Vda. de Hoyerias,2,SCV_275
-74.395,3.922778,3349,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Cabrera: Vda. de Hoyerias,2,SCV_276
-74.3997,3.922133,3355,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Cabrera: Vda. de Hoyerias,2,SCV_277
-74.3992,3.92825,3243,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Cabrera: Vda. de Hoyerias,2,SCV_278
-74.402833,3.93235,3085,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Cabrera: Vda. de Hoyerias,4,SCV_279
-74.403267,3.932067,3082,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Cabrera: Vda. de Hoyerias,4,SCV_280
-74.399167,3.927367,3254,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Cabrera: Vda. de Hoyerias,2,SCV_281
-74.399533,3.92805,3236,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Cabrera: Vda. de Hoyerias,2,SCV_282
-74.40085,3.898667,3595,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Cabrera: Vda. de Hoyerias,2,SCV_283
-74.396217,3.91175,3429,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Cabrera: Vda. de Hoyerias,2,SCV_284
-74.402183,3.898183,3605,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Cabrera: Vda. de Hoyerias,2,SCV_285
-74.400433,3.927483,3246,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Cabrera: Vda. de Hoyerias,4,SCV_286
-74.401767,3.8986170000000002,3603,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Cabrera: Vda. de Hoyerias,2,SCV_287
-74.396983,3.911567,3420,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Cabrera: Vda. de Hoyerias,2,SCV_288
-74.3969,3.911633,3420,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Cabrera: Vda. de Hoyerias,2,SCV_289
-74.403517,3.931233,3053,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Cabrera: Vda. de Hoyerias,4,SCV_290
-74.39925,3.9275,3255,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Cabrera: Vda. de Hoyerias,2,SCV_291
-74.39945,3.92805,3244,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Cabrera: Vda. de Hoyerias,2,SCV_292
-74.403233,3.932133,3081,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Cabrera: Vda. de Hoyerias,4,SCV_293
-74.396,3.911767,3433,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Cabrera: Vda. de Hoyerias,2,SCV_294
-74.3963,3.91175,3420,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Cabrera: Vda. de Hoyerias,2,SCV_295
-74.40175,3.898683,3564,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Cabrera: Vda. de Hoyerias,2,SCV_296
-74.403283,3.932333,3087,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Cabrera: Vda. de Hoyerias,4,SCV_297
-74.403617,3.931283,3053,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Cabrera: Vda. de Hoyerias,4,SCV_298
-74.403417,3.93115,3048,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Cabrera: Vda. de Hoyerias,4,SCV_299
-74.397017,3.911933,3421,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Cabrera: Vda. de Hoyerias,2,SCV_300
-74.4021,3.898233,3605,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Cabrera: Vda. de Hoyerias,2,SCV_301
-74.402283,3.89805,3608,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Cabrera: Vda. de Hoyerias,2,SCV_302
-74.402183,3.898183,3603,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Cabrera: Vda. de Hoyerias,2,SCV_303
-74.093331,4.3453,3499.4088,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Chipaque: Vda. las Fruticas,2,SCV_304
-74.096431,4.343711,3589.6296,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Chipaque: Vda. las Fruticas,2,SCV_305
-74.098361,4.34375,3675.2784,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Chipaque: Vda. las Fruticas,2,SCV_306
-74.096381,4.34395,3589.02,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Chipaque: Vda. las Fruticas,2,SCV_307
-74.096411,4.343811,3591.1536,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Chipaque: Vda. las Fruticas,2,SCV_308
-74.0935,4.345181,3502.152,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Chipaque: Vda. las Fruticas,2,SCV_309
-74.093731,4.346031,3400.6536,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Chipaque: Vda. las Fruticas,2,SCV_310
-74.09265,4.356681,3231.7944,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Chipaque: Vda. las Fruticas,2,SCV_311
-74.095531,4.355361,3346.0944,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Chipaque: Vda. las Fruticas,2,SCV_312
-74.095481,4.355131,3344.5704,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Chipaque: Vda. las Fruticas,2,SCV_313
-74.09555,4.355231,3346.0944,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Chipaque: Vda. las Fruticas,2,SCV_314
-74.092511,4.35675,3214.7256,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Chipaque: Vda. las Fruticas,2,SCV_315
-74.094731,4.357181,3354.6288,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Chipaque: Vda. las Fruticas,2,SCV_316
-74.095331,4.356,3351.5808,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Chipaque: Vda. las Fruticas,2,SCV_317
-74.09845,4.344311,3683.2032,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Chipaque: Vda. las Fruticas,2,SCV_318
-74.098411,4.34325,3675.888,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Chipaque: Vda. las Fruticas,2,SCV_319
-74.095344,4.355864,3351.5808,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Chipaque: Vda. las Fruticas,2,SCV_320
-74.095342,4.355861,3351.5808,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Chipaque: Vda. las Fruticas,2,SCV_321
-74.0926,4.356731,3228.7464,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Chipaque: Vda. las Fruticas,2,SCV_322
-74.093381,4.345561,3489.6552,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Chipaque: Vda. las Fruticas,2,SCV_323
-74.092181,4.357711,3232.404,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Chipaque: Vda. las Fruticas,2,SCV_324
-74.092911,4.356511,3244.9008,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Chipaque: Vda. las Fruticas,2,SCV_325
-74.0922,4.3576,3229.356,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Chipaque: Vda. las Fruticas,2,SCV_326
-74.0965,4.344381,3589.6296,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Chipaque: Vda. las Fruticas,2,SCV_327
