decimalLongitude,decimalLatitude,Elevation,ParamoComplex,Department,Locality,clusters,unique_locality
-74.096481,4.344161,3591.1536,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Chipaque: Vda. las Fruticas,2,SCV_328
-74.095211,4.356111,3332.6832,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Chipaque: Vda. las Fruticas,2,SCV_329
-74.094781,4.357331,3287.8776,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Chipaque: Vda. las Fruticas,2,SCV_330
-74.093383,4.345433,3351.276,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Chipaque: Vda. las Fruticas,2,SCV_331
-74.0954,4.355911,3351.276,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Chipaque: Vda. las Fruticas,2,SCV_332
-74.093381,4.345431,3492.7032,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Chipaque: Vda. las Fruticas,2,SCV_333
-74.093381,4.345281,3499.4088,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Chipaque: Vda. las Fruticas,2,SCV_334
-74.092831,4.35645,3242.2,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Chipaque: Vda. las Fruticas,2,SCV_335
-74.093311,4.345711,3486.912,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Chipaque: Vda. las Fruticas,2,SCV_336
-74.095347,4.355867,3351.5808,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Chipaque: Vda. las Fruticas,2,SCV_337
-74.0984,4.3439,3675.2784,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Chipaque: Vda. las Fruticas,2,SCV_338
-74.0936,4.345961,3488.436,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Chipaque: Vda. las Fruticas,2,SCV_339
-74.093631,4.34615,3486.3024,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Chipaque: Vda. las Fruticas,2,SCV_340
-74.09645,4.34425,3590.8488,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Chipaque: Vda. las Fruticas,2,SCV_341
-74.095339,4.356083,3351.5808,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Chipaque: Vda. las Fruticas,2,SCV_342
-74.095333,4.356028,3351.5808,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Chipaque: Vda. las Fruticas,2,SCV_343
-74.093386,4.345436,3351.276,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Chipaque: Vda. las Fruticas,2,SCV_344
-74.094761,4.3571,3349.752,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Chipaque: Vda. las Fruticas,2,SCV_345
-74.096411,4.344,3591.4584,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Chipaque: Vda. las Fruticas,2,SCV_346
-74.098361,4.3436,3675.5832,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Chipaque: Vda. las Fruticas,2,SCV_347
-74.0983,4.344561,3677.1072,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Chipaque: Vda. las Fruticas,2,SCV_348
-74.095336,4.356056,3351.5808,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Chipaque: Vda. las Fruticas,2,SCV_349
-74.093381,4.345431,3400.6536,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Chipaque: Vda. las Fruticas,2,SCV_350
-74.0965,4.343961,3596.64,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Chipaque: Vda. las Fruticas,2,SCV_351
-74.294069,4.214811,3420,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Pasca: Vda. Quebradas,2,SCV_352
-74.290339,4.211481,3580,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Pasca: Vda. Quebradas,2,SCV_353
-74.293589,4.214131,3428,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Pasca: Vda. Quebradas,2,SCV_354
-74.309,4.215289,3114,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Pasca: Vda. Quebradas,4,SCV_355
-74.3101,4.215689,3088,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Pasca: Vda. Quebradas,4,SCV_356
-74.3029,4.215619,3277,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Pasca: Vda. Quebradas,2,SCV_357
-74.309839,4.215731,3095,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Pasca: Vda. Quebradas,4,SCV_358
-74.309631,4.215161,3101,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Pasca: Vda. Quebradas,4,SCV_359
-74.303269,4.21675,3254,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Pasca: Vda. Quebradas,4,SCV_360
-74.309239,4.215389,3109,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Pasca: Vda. Quebradas,4,SCV_361
-74.303131,4.216861,3251,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Pasca: Vda. Quebradas,4,SCV_362
-74.3028,4.2156,3276,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Pasca: Vda. Quebradas,2,SCV_363
-74.309089,4.215361,3111,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Pasca: Vda. Quebradas,4,SCV_364
-74.303289,4.215469,3270,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Pasca: Vda. Quebradas,2,SCV_365
-74.293889,4.214589,3426,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Pasca: Vda. Quebradas,2,SCV_366
-74.293661,4.214119,3436,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Pasca: Vda. Quebradas,2,SCV_367
-74.282061,4.200789,3769,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Pasca: Vda. Quebradas,2,SCV_368
-74.309969,4.215689,3090,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Pasca: Vda. Quebradas,4,SCV_369
-74.303219,4.215561,3267,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Pasca: Vda. Quebradas,2,SCV_370
-74.28935,4.210189,3596,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Pasca: Vda. Quebradas,2,SCV_371
-74.2831,4.200939,3767,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Pasca: Vda. Quebradas,2,SCV_372
-74.283639,4.200911,3762,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Pasca: Vda. Quebradas,2,SCV_373
-74.289239,4.210281,3597,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Pasca: Vda. Quebradas,2,SCV_374
-74.2838,4.200869,3759,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Pasca: Vda. Quebradas,2,SCV_375
-74.290369,4.211631,3579,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Pasca: Vda. Quebradas,2,SCV_376
-74.3034,4.215469,3269,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Pasca: Vda. Quebradas,2,SCV_377
-74.294019,4.214711,3423,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Pasca: Vda. Quebradas,2,SCV_378
-74.309531,4.215061,3104,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Pasca: Vda. Quebradas,4,SCV_379
-74.293761,4.214169,3433,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Pasca: Vda. Quebradas,2,SCV_380
-74.290369,4.211761,3576,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Pasca: Vda. Quebradas,2,SCV_381
-74.302919,4.215781,3278,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Pasca: Vda. Quebradas,2,SCV_382
-74.294711,4.21435,3420,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Pasca: Vda. Quebradas,2,SCV_383
-74.282211,4.2008,3768,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Pasca: Vda. Quebradas,2,SCV_384
-74.294581,4.21435,3421,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Pasca: Vda. Quebradas,2,SCV_385
-74.282989,4.200911,3765,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Pasca: Vda. Quebradas,2,SCV_386
-73.996111,4.55,3349,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Ubaque: Reserva Ecologica Matarredonda,2,SCV_387
-73.983417,4.550472,3472,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Ubaque: Reserva Ecologica Matarredonda,2,SCV_388
-73.996694,4.549167,3355,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Ubaque: Reserva Ecologica Matarredonda,2,SCV_389
-74.003778,4.542222,3151,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Ubaque: Reserva Ecologica Matarredonda,4,SCV_390
-74.003528,4.547306,3222,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Ubaque: Reserva Ecologica Matarredonda,4,SCV_391
-74.004722,4.543611,3155,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Ubaque: Reserva Ecologica Matarredonda,4,SCV_392
-74.003278,4.547278,3226,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Ubaque: Reserva Ecologica Matarredonda,4,SCV_393
-74.006306,4.53275,3104,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Ubaque: Reserva Ecologica Matarredonda,4,SCV_394
-74.002556,4.548333,3245,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Ubaque: Reserva Ecologica Matarredonda,4,SCV_395
-74.002972,4.547417,3233,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Ubaque: Reserva Ecologica Matarredonda,4,SCV_396
-74.003389,4.547306,3224,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Ubaque: Reserva Ecologica Matarredonda,4,SCV_397
-74.006167,4.532972,3105,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Ubaque: Reserva Ecologica Matarredonda,4,SCV_398
-74.004611,4.543611,3156,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Ubaque: Reserva Ecologica Matarredonda,4,SCV_399
-74.006139,4.531944,3108,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Ubaque: Reserva Ecologica Matarredonda,4,SCV_400
-74.003083,4.547333,3233,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Ubaque: Reserva Ecologica Matarredonda,4,SCV_401
-74.004528,4.542833,3144,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Ubaque: Reserva Ecologica Matarredonda,4,SCV_402
-74.006806,4.531028,3109,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Ubaque: Reserva Ecologica Matarredonda,4,SCV_403
-74.006833,4.530917,3107,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Ubaque: Reserva Ecologica Matarredonda,4,SCV_404
-73.996139,4.549889,3350,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Ubaque: Reserva Ecologica Matarredonda,2,SCV_405
-74.002917,4.547528,3234,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Ubaque: Reserva Ecologica Matarredonda,4,SCV_406
-74.002528,4.548528,3246,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Ubaque: Reserva Ecologica Matarredonda,4,SCV_407
-74.006167,4.531944,3111,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Ubaque: Reserva Ecologica Matarredonda,4,SCV_408
-73.984833,4.550139,3470,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Ubaque: Reserva Ecologica Matarredonda,2,SCV_409
-74.003861,4.542194,3150,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Ubaque: Reserva Ecologica Matarredonda,4,SCV_410
-74.004,4.542222,3152,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Ubaque: Reserva Ecologica Matarredonda,4,SCV_411
-74.0045,4.543639,3152,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Ubaque: Reserva Ecologica Matarredonda,4,SCV_412
-74.002472,4.5485,3241,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Ubaque: Reserva Ecologica Matarredonda,4,SCV_413
-74.00625,4.532889,3103,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Ubaque: Reserva Ecologica Matarredonda,4,SCV_414
-74.006194,4.531944,3109,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Ubaque: Reserva Ecologica Matarredonda,4,SCV_415
-73.997,4.551028,3339,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Ubaque: Reserva Ecologica Matarredonda,2,SCV_416
-73.997,4.550889,3339,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Ubaque: Reserva Ecologica Matarredonda,2,SCV_417
-74.004444,4.542833,3144,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Ubaque: Reserva Ecologica Matarredonda,4,SCV_418
-74.006917,4.530778,3103,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Ubaque: Reserva Ecologica Matarredonda,4,SCV_419
-74.118017,4.2531,3279,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Une: Vda. Llanitos,2,SCV_420
-74.110083,4.25435,3645,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Une: Vda. Llanitos,2,SCV_421
-74.11265,4.255917,3482,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Une: Vda. Llanitos,2,SCV_422
-74.1182,4.2535,3280,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Une: Vda. Llanitos,2,SCV_423
-74.112583,4.256417,3474,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Une: Vda. Llanitos,2,SCV_424
-74.118,4.253583,3287,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Une: Vda. Llanitos,2,SCV_425
-74.118233,4.253083,3280,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Une: Vda. Llanitos,2,SCV_426
-74.117933,4.253617,3287,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Une: Vda. Llanitos,2,SCV_427
-74.124483,4.239533,3221,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Une: Vda. Llanitos,4,SCV_428
-74.12385,4.2396,3203,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Une: Vda. Llanitos,4,SCV_429
-74.1131,4.255333,3468,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Une: Vda. Llanitos,2,SCV_430
-74.12335,4.237533,3151,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Une: Vda. Llanitos,4,SCV_431
-74.1245,4.23975,3223,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Une: Vda. Llanitos,4,SCV_432
-74.117967,4.2541,3290,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Une: Vda. Llanitos,2,SCV_433
-74.123767,4.237533,3163,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Une: Vda. Llanitos,4,SCV_434
-74.11795,4.254167,3289,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Une: Vda. Llanitos,2,SCV_435
-74.117933,4.253017,3282,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Une: Vda. Llanitos,2,SCV_436
-74.12345,4.237567,3153,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Une: Vda. Llanitos,4,SCV_437
-74.124333,4.239533,3210,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Une: Vda. Llanitos,4,SCV_438
-74.128161,4.254217,3292,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Une: Vda. Llanitos,2,SCV_439
-74.123183,4.2375,3143,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Une: Vda. Llanitos,4,SCV_440
-74.1101,4.254483,3644,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Une: Vda. Llanitos,2,SCV_441
-74.112817,4.255933,3473,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Une: Vda. Llanitos,2,SCV_442
-74.110183,4.254667,3635,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Une: Vda. Llanitos,2,SCV_443
-74.110233,4.25455,3639,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Une: Vda. Llanitos,2,SCV_444
-74.112483,4.256483,3477,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Une: Vda. Llanitos,2,SCV_445
-74.124467,4.239867,3220,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Une: Vda. Llanitos,4,SCV_446
-74.123517,4.237,3163,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Une: Vda. Llanitos,4,SCV_447
-74.123567,4.237133,3163,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Une: Vda. Llanitos,4,SCV_448
-74.1241,4.239467,3210,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Une: Vda. Llanitos,4,SCV_449
-74.123833,4.23975,3198,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Une: Vda. Llanitos,4,SCV_450
-74.12365,4.237533,3160,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Une: Vda. Llanitos,4,SCV_451
-74.113083,4.25525,3471,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Une: Vda. Llanitos,2,SCV_452
-74.112933,4.255967,3470,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Une: Vda. Llanitos,2,SCV_453
-74.123883,4.237567,3164,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Une: Vda. Llanitos,4,SCV_454
-74.123667,4.23725,3161,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Une: Vda. Llanitos,4,SCV_455
-74.110167,4.254783,3641,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Une: Vda. Llanitos,2,SCV_456
-74.110317,4.2546,3631,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Une: Vda. Llanitos,2,SCV_457
-74.113217,4.255367,3467,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Une: Vda. Llanitos,2,SCV_458
-74.123917,4.23945,3210,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Une: Vda. Llanitos,4,SCV_459
-74.112683,4.256367,3471,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Une: Vda. Llanitos,2,SCV_460
-74.124183,4.2395,3206,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Une: Vda. Llanitos,4,SCV_461
-72.596944,7.3411670000000004,2955,Complejo de Paramos Tama (TMA),Norte de Santander,"Norte de Santander: Pamplona: Vda. Fontibon, Fca. Loma Larga",4,TMA_462
-72.604639,7.340861,2715,Complejo de Paramos Tama (TMA),Norte de Santander,"Norte de Santander: Pamplona: Vda. Fontibon, Fca. Loma Larga",4,TMA_463
-72.540167,7.481472,2630,Complejo de Paramos Tama (TMA),Norte de Santander,"Norte de Santander: Toledo: Vda. Quebrada Grande, Paramo de Mejue",4,TMA_464
-72.543528,7.476556,2490,Complejo de Paramos Tama (TMA),Norte de Santander,"Norte de Santander: Toledo: Vda. Quebrada Grande, Paramo de Mejue",4,TMA_465
-72.705917,5.501111,3330,Complejo de Paramos Tota-Bijagual-Mamapacha (TBM),Boyaca,Boyaca: Aquitania: Paramo de Franco,4,TBM_466
-72.720639,5.503139,3564,Complejo de Paramos Tota-Bijagual-Mamapacha (TBM),Boyaca,Boyaca: Aquitania: Paramo de Franco,4,TBM_467
-72.701667,5.507333,3190,Complejo de Paramos Tota-Bijagual-Mamapacha (TBM),Boyaca,Boyaca: Aquitania: Paramo de Franco,4,TBM_468
-72.734286,5.746239,3515,Complejo de Paramos Tota-Bijagual-Mamapacha (TBM),Boyaca,Boyaca: Mongua: Vda. San Ignacio,2,TBM_469
-72.734078,5.745111,3524,Complejo de Paramos Tota-Bijagual-Mamapacha (TBM),Boyaca,Boyaca: Mongua: Vda. San Ignacio,2,TBM_470
-72.717917,5.750806,3378,Complejo de Paramos Tota-Bijagual-Mamapacha (TBM),Boyaca,Boyaca: Mongua: Vda. Sirguaza,2,TBM_471
-72.688556,5.744444,2980,Complejo de Paramos Tota-Bijagual-Mamapacha (TBM),Boyaca,Boyaca: Mongua: Vda. Sirguaza,4,TBM_472
-73.117528,5.457833,3317,Complejo de Paramos Tota-Bijagual-Mamapacha (TBM),Boyaca,"Boyaca: Pesca: Via hacia Rondon y Zetaquira, Vda. La Carbonera",4,TBM_473
-73.108722,5.436833,3110,Complejo de Paramos Tota-Bijagual-Mamapacha (TBM),Boyaca,"Boyaca: Pesca: Via hacia Rondon y Zetaquira, Vda. La Carbonera",4,TBM_474
-73.20575,5.415083,3118,Complejo de Paramos Tota-Bijagual-Mamapacha (TBM),Boyaca,Boyaca: Rondon: Vda. Nueva Granada,4,TBM_475
-73.227528,5.415583,3282,Complejo de Paramos Tota-Bijagual-Mamapacha (TBM),Boyaca,Boyaca: Rondon: Vda. Nueva Granada,4,TBM_476
-73.227306,5.415889,3295,Complejo de Paramos Tota-Bijagual-Mamapacha (TBM),Boyaca,Boyaca: Rondon: Vda. Nueva Granada,4,TBM_477
-73.23575,5.4145,3121,Complejo de Paramos Tota-Bijagual-Mamapacha (TBM),Boyaca,Boyaca: Rondon: Vda. Nueva Granada,4,TBM_478
-73.122861,5.560278,3454,Complejo de Paramos Tota-Bijagual-Mamapacha (TBM),Boyaca,"Boyaca: Toca: Via Toca y Pesca, Paramo La cortadera, Vda. La Chorrera",4,TBM_479
-73.122694,5.560639,3460,Complejo de Paramos Tota-Bijagual-Mamapacha (TBM),Boyaca,"Boyaca: Toca: Via Toca y Pesca, Paramo La cortadera, Vda. La Chorrera",4,TBM_480
-73.109389,5.547556,3670,Complejo de Paramos Tota-Bijagual-Mamapacha (TBM),Boyaca,"Boyaca: Toca: Via Toca y Pesca, Paramo La cortadera, Vda. La Chorrera",2,TBM_481
-73.227778,5.415167,3270,Complejo de Paramos Tota-Bijagual-Mamapacha (TBM),Boyaca,Boyaca: Viracacha: Vda. La Isla,4,TBM_482
-73.236303,5.414175,3111,Complejo de Paramos Tota-Bijagual-Mamapacha (TBM),Boyaca,Boyaca: Viracacha: Vda. La Isla,4,TBM_483
