decimalLongitude,decimalLatitude,Elevation,ParamoComplex,Department,Locality,bio1_23,bio2_23,bio3_23,bio4_23,bio5_23,bio6_23,bio7_23,bio8_23,bio9_23,bio10_23,bio11_23,bio12_23,bio13_23,bio14_23,bio15_23,bio16_23,bio17_23,bio18_23,bio19_23,Cordilleras,clusters
-72.688556,5.744444,2980,Complejo de Paramos Tota-Bijagual-Mamapacha (TBM),Boyaca,Boyaca: Mongua: Vda. Sirguaza,118,96,78,534,183,60,123,120,120,124,110,1003,132,15,45,368,83,226,274,Oriental,4
-73.236303,5.414175,3111,Complejo de Paramos Tota-Bijagual-Mamapacha (TBM),Boyaca,Boyaca: Viracacha: Vda. La Isla,107,84,75,506,163,51,112,107,106,112,100,939,121,16,44,332,82,280,281,Oriental,4
-73.227528,5.415583,3282,Complejo de Paramos Tota-Bijagual-Mamapacha (TBM),Boyaca,Boyaca: Rondon: Vda. Nueva Granada,98,81,75,514,152,44,108,98,97,103,90,1005,128,17,43,350,94,216,302,Oriental,4
-76.099316,6.002847,3600,Complejo de Paramos Frontino-Urrao (FRU),Choco,"Choco: El Carmen de Atrato: Sitio Cerro Plateado, Complejo Paramuno Frontino",77,87,87,257,125,26,99,74,76,79,73,2587,331,117,31,866,422,734,775,Occidental,1
-75.907111,5.477666,2850,Complejo de Paramos Citara (CTR),Risaralda,"Risaralda: Mistrato: Sitio Cerro Paramillo, Complejo paramuno Citara",132,80,89,286,178,89,89,129,131,135,129,2732,330,136,28,850,480,698,805,Occidental,3
-75.906720000000007,5.476513,2710,Complejo de Paramos Citara (CTR),Risaralda,"Risaralda: Mistrato: Sitio Cerro Paramillo, Complejo paramuno Citara",132,80,89,286,178,89,89,129,131,135,129,2732,330,136,28,850,480,698,805,Occidental,3
-76.109111,6.485444,3608,Complejo de Paramos Frontino-Urrao (FRU),Antioquia,"Antioquia: Urrao: Vda. El Chuscal, Paramo El Sol",76,90,87,266,125,22,103,73,74,78,72,2782,357,116,33,937,421,860,564,Occidental,1
-75.232639,5.774083,3247,Complejo de Paramos Sonson (SSN),Antioquia,"Antioquia: Sonson: Vda. Manzanales Arriba, Paramo La Vieja",123,80,88,229,167,77,90,121,120,124,120,2125,256,85,32,690,296,614,570,Central,3
-76.132639,6.568917,3648,Complejo de Paramos Frontino-Urrao (FRU),Antioquia,"Antioquia: Urrao: Vda. San Ruperto, Paramo La Horqueta",106,94,87,296,159,51,108,103,105,109,102,2813,363,115,34,946,410,805,810,Occidental,3
-76.036017,6.511417,3397,Complejo de Paramos Frontino-Urrao (FRU),Antioquia,"Antioquia: Abriaqui: Vda. Corcovado, Paramo Pena",96,93,88,261,147,42,105,94,95,99,93,2819,363,116,34,952,414,872,807,Occidental,3
-76.035517,6.513033,3373,Complejo de Paramos Frontino-Urrao (FRU),Antioquia,"Antioquia: Abriaqui: Vda. Corcovado, Paramo Pena",96,93,88,261,147,42,105,94,95,99,93,2819,363,116,34,952,414,872,807,Occidental,3
-76.096278,6.003389,3750,Complejo de Paramos Frontino-Urrao (FRU),Antioquia,"Antioquia: Salgar: Vda. Santa Isabel, Paramo Cerro Plateado",77,87,87,257,125,26,99,74,76,79,73,2587,331,117,31,866,422,734,775,Occidental,1
-76.035833,6.509033,3424,Complejo de Paramos Frontino-Urrao (FRU),Antioquia,"Antioquia: Abriaqui: Vda. Corcovado, Paramo Pena",96,93,88,261,147,42,105,94,95,99,93,2819,363,116,34,952,414,872,807,Occidental,3
-76.107694,6.481528,3648,Complejo de Paramos Frontino-Urrao (FRU),Antioquia,"Antioquia: Urrao: Vda. El Chuscal, Paramo El Sol",74,90,87,247,123,20,103,72,72,76,70,2776,356,116,32,934,421,858,427,Occidental,1
-76.110222,6.487028,3541,Complejo de Paramos Frontino-Urrao (FRU),Antioquia,"Antioquia: Urrao: Vda. El Chuscal, Paramo El Sol",76,90,87,266,125,22,103,73,74,78,72,2782,357,116,33,937,421,860,564,Occidental,1
-76.099861,6.010278,3541,Complejo de Paramos Frontino-Urrao (FRU),Antioquia,"Antioquia: Salgar: Vda. Santa Isabel, Paramo Cerro Plateado",92,87,88,274,140,42,98,90,91,94,88,2582,331,120,31,866,423,779,777,Occidental,3
-76.096278,6.003389,3493,Complejo de Paramos Frontino-Urrao (FRU),Antioquia,"Antioquia: Salgar: Vda. Santa Isabel, Paramo Cerro Plateado",77,87,87,257,125,26,99,74,76,79,73,2587,331,117,31,866,422,734,775,Occidental,1
-76.0575,6.506722,3420,Complejo de Paramos Frontino-Urrao (FRU),Antioquia,"Antioquia: Caicedo: Vda. Anocozca, Paramo El Junco",100,93,86,281,152,45,107,97,99,103,97,2806,362,116,33,947,413,800,806,Occidental,3
-77.361278,0.839306,3170,Complejo de Paramos La Cocha-Patascoy (LCP),Narino,"Narino: Puerres: Monopamba, Vda. Desmontes Alto",107,91,86,478,161,56,105,104,109,111,100,1384,150,89,17,410,273,324,357,Nudo de los Pastos,4
-76.830194,1.709167,3188,Complejo de Paramos Dona Juana-Chimayoy (DJP),Cauca,"Cauca: Bolivar: San Juan, Vda. Belen, Cerro El Banco",98,89,89,342,149,50,99,101,99,102,93,2100,214,130,17,613,426,589,503,Nudo de los Pastos,3
-76.951,1.469972,3012,Complejo de Paramos Dona Juana-Chimayoy (DJP),Narino,"Narino: El Tablon de Gomez: Las Mesas, Vda. La Lava, Laguna el Silencio",111,87,90,376,160,64,96,114,111,115,105,2314,242,146,17,685,476,662,555,Nudo de los Pastos,3
-77.215917,1.120361,3336,Complejo de Paramos La Cocha-Patascoy (LCP),Narino,"Narino: Pasto: El Socorro Cimarron, Vda. Bajo Casanare",86,83,89,448,135,42,93,84,87,90,79,2055,237,118,22,666,374,593,551,Nudo de los Pastos,1
-77.290028,0.976694,3211,Complejo de Paramos La Cocha-Patascoy (LCP),Narino,"Narino: Pasto: Santa Barbara, Vda. Los Alisales",83,84,87,457,133,37,96,80,84,86,75,1887,219,110,22,610,345,545,506,Nudo de los Pastos,1
-74.124483,4.239533,3221,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Une: Vda. Llanitos,96,86,79,338,150,42,108,94,96,99,91,1306,170,35,42,493,141,358,374,Oriental,4
-74.12385,4.2396,3203,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Une: Vda. Llanitos,96,86,79,338,150,42,108,94,96,99,91,1306,170,35,42,493,141,358,374,Oriental,4
-74.1131,4.255333,3468,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Une: Vda. Llanitos,77,83,79,366,130,25,105,74,77,81,71,1373,162,47,34,473,186,366,441,Oriental,2
-74.095211,4.356111,3332.6832,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Chipaque: Vda. las Fruticas,90,86,78,377,145,36,109,87,90,94,84,1251,155,38,38,448,153,338,418,Oriental,2
-74.303289,4.215469,3270,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Pasca: Vda. Quebradas,90,85,80,298,143,38,105,88,90,93,86,1239,144,42,35,417,164,347,311,Oriental,2
-74.004611,4.543611,3156,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Ubaque: Reserva Ecologica Matarredonda,98,89,78,329,155,42,113,99,98,102,94,1164,137,40,32,376,168,330,326,Oriental,4
-74.12335,4.237533,3151,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Une: Vda. Llanitos,96,86,79,338,150,42,108,94,96,99,91,1306,170,35,42,493,141,358,374,Oriental,4
-74.293889,4.214589,3426,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Pasca: Vda. Quebradas,80,83,81,260,131,29,102,78,80,82,76,1315,148,48,33,433,188,361,327,Oriental,2
-74.094781,4.357331,3287.8776,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Chipaque: Vda. las Fruticas,90,86,78,377,145,36,109,87,90,94,84,1251,155,38,38,448,153,338,418,Oriental,2
-74.006139,4.531944,3108,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Ubaque: Reserva Ecologica Matarredonda,98,89,78,346,155,42,113,99,98,102,93,1176,138,39,33,384,164,332,339,Oriental,4
-74.293661,4.214119,3436,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Pasca: Vda. Quebradas,80,83,81,260,131,29,102,78,80,82,76,1315,148,48,33,433,188,361,327,Oriental,2
-74.093383,4.345433,3351.276,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Chipaque: Vda. las Fruticas,77,83,79,355,129,24,105,74,77,80,72,1314,149,47,33,436,187,351,406,Oriental,2
-74.003083,4.547333,3233,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Ubaque: Reserva Ecologica Matarredonda,98,89,78,329,155,42,113,99,98,102,94,1164,137,40,32,376,168,330,326,Oriental,4
-74.004528,4.542833,3144,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Ubaque: Reserva Ecologica Matarredonda,98,89,78,329,155,42,113,99,98,102,94,1164,137,40,32,376,168,330,326,Oriental,4
-74.3997,3.922133,3355,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Cabrera: Vda. de Hoyerias,87,83,83,284,137,37,100,88,86,90,83,1403,162,52,33,465,198,392,412,Oriental,2
-74.1245,4.23975,3223,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Une: Vda. Llanitos,96,86,79,338,150,42,108,94,96,99,91,1306,170,35,42,493,141,358,374,Oriental,4
-74.0954,4.355911,3351.276,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Chipaque: Vda. las Fruticas,90,86,78,377,145,36,109,87,90,94,84,1251,155,38,38,448,153,338,418,Oriental,2
-74.117967,4.2541,3290,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Une: Vda. Llanitos,86,84,79,315,139,33,106,84,85,89,81,1329,165,41,38,477,164,357,445,Oriental,2
-74.006806,4.531028,3109,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Ubaque: Reserva Ecologica Matarredonda,98,89,78,346,155,42,113,99,98,102,93,1176,138,39,33,384,164,332,339,Oriental,4
-74.123767,4.237533,3163,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Une: Vda. Llanitos,96,86,79,338,150,42,108,94,96,99,91,1306,170,35,42,493,141,358,374,Oriental,4
-72.596944,7.3411670000000004,2955,Complejo de Paramos Tama (TMA),Norte de Santander,"Norte de Santander: Pamplona: Vda. Fontibon, Fca. Loma Larga",96,90,72,359,152,28,124,96,91,99,91,1158,163,22,52,440,88,312,88,Central,4
-73.009792,6.045,3283,Complejo de Paramos Guantiva-La Rusia (GLR),Boyaca,Boyaca: Belen: Vda. San Jose de la Montana,88,89,78,455,146,32,114,94,88,94,82,1273,180,43,41,435,185,435,246,Oriental,4
-72.920603,5.9417,3111,Complejo de Paramos Guantiva-La Rusia (GLR),Boyaca,Boyaca: Cerinza: Vda. Centro Rural,122,104,80,453,188,58,130,127,122,127,115,1068,164,29,50,406,141,310,186,Oriental,5
-73.104683,5.842367,3216,Complejo de Paramos Guantiva-La Rusia (GLR),Boyaca,Boyaca: Paipa: Vda. Jazminal,101,89,78,419,159,45,114,106,101,106,95,1076,161,31,47,380,147,380,188,Oriental,4
-73.113822,5.850756,3327,Complejo de Paramos Guantiva-La Rusia (GLR),Boyaca,Boyaca: Paipa: Vda. Jazminal,88,85,77,442,143,34,109,93,88,93,82,1121,160,34,42,379,162,379,217,Oriental,4
-72.989969,6.042742,3477,Complejo de Paramos Guantiva-La Rusia (GLR),Boyaca,Boyaca: Belen: Vda. San Jose de la Montana,70,83,76,466,124,16,108,71,69,75,63,1480,193,45,36,513,212,471,365,Oriental,2
-73.096164,5.945,3541,Complejo de Paramos Guantiva-La Rusia (GLR),Boyaca,"Boyaca: Duitama: Paramo de la Rusia - Virolin, Vda. El Carmen",70,82,78,446,123,18,105,71,70,75,64,1335,186,48,37,452,220,442,278,Oriental,2
-73.778,4.772722,3000,Complejo de Paramos Chingaza (CHG),Cundinamarca,"Cundinamarca: Guasca: Vda. La Concepcion, BioAndina",111,93,76,416,171,49,122,108,110,116,105,1676,216,46,38,603,198,466,575,Oriental,4
-74.006833,4.530917,3107,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Ubaque: Reserva Ecologica Matarredonda,98,89,78,346,155,42,113,99,98,102,93,1176,138,39,33,384,164,332,339,Oriental,4
-72.784197,6.222942,3195,Complejo de Paramos Guantiva-La Rusia (GLR),Santander,Santander: Onzaga: Vda. Chaguaca,86,91,77,418,145,27,118,88,86,91,80,1450,186,41,39,510,170,458,373,Oriental,2
-76.072417,3.535806,3170,Complejo de Paramos Las Hermosas (HMS),Valle del Cauca,"Valle del Cauca: Palmira: Cuenca Rio Amaime, Vda. la Nevera, Fca. la Victoria",98,91,92,184,148,50,98,95,98,99,95,2035,311,29,45,783,198,427,783,Central,3
-75.968222,3.974528,3500,Complejo de Paramos Las Hermosas (HMS),Valle del Cauca,"Valle del Cauca: Tulua: Santa Lucia, Cuenca Rio Tulua, Cgto. Santa Lucia, Fca. la Cascada",71,87,91,179,118,23,95,68,70,73,68,1811,239,79,36,683,297,512,683,Central,1
-75.973444,3.981167,3125,Complejo de Paramos Las Hermosas (HMS),Valle del Cauca,"Valle del Cauca: Tulua: Santa Lucia, Cuenca Rio Tulua, Cgto. Santa Lucia, Fca. la Cascada",84,89,91,208,134,37,97,81,84,86,81,1643,231,66,38,631,258,366,631,Central,1
-75.600317,4.394933,2970,Complejo de Paramos Chili-Barragan (CBG),Quindio,"Quindio: Cordoba: Vda. Las Auras, Fca. el Porvenir",110,88,88,284,161,62,99,106,111,113,106,1509,208,69,37,558,235,354,558,Central,3
-75.247583,5.697056,2935,Complejo de Paramos Sonson (SSN),Antioquia,"Antioquia: Sonson: Vda. Chaverras, Paramo Alto de Chaverras",116,80,87,231,160,69,91,114,113,118,113,2035,250,83,32,669,291,627,556,Central,3
-77.218361,1.119194,3271,Complejo de Paramos La Cocha-Patascoy (LCP),Narino,"Narino: Pasto: El Socorro Cimarron, Vda. Bajo Casanare",97,84,89,421,145,51,94,94,98,101,90,1927,211,115,20,603,362,560,500,Nudo de los Pastos,3
-77.288472,0.969972,3140,Complejo de Paramos La Cocha-Patascoy (LCP),Narino,"Narino: Pasto: Santa Barbara, Vda. Los Alisales",104,87,87,442,155,56,99,102,105,108,97,1573,170,98,18,476,303,455,406,Nudo de los Pastos,3
-74.3992,3.92825,3243,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Cabrera: Vda. de Hoyerias,90,83,83,266,141,41,100,91,90,94,87,1371,157,50,33,456,190,385,401,Oriental,2
-74.402833,3.93235,3085,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Cabrera: Vda. de Hoyerias,100,84,83,302,152,51,101,101,100,104,96,1307,151,48,33,438,179,374,316,Oriental,4
-75.268278,5.809611,2917,Complejo de Paramos Sonson (SSN),Antioquia,"Antioquia: Sonson: Vda. Nori, Paramo Cerro Nori",122,81,90,213,166,76,90,120,120,124,119,2141,260,86,32,699,300,578,580,Central,3
-73.251889,5.800556,3208,Complejo de Paramos Iguaque-Merchan (IGM),Boyaca,Boyaca: Sotaquira: Vda. Guaguani,95,86,77,433,151,40,111,101,95,101,90,1113,167,34,45,379,159,379,197,Oriental,4
-73.227306,5.415889,3295,Complejo de Paramos Tota-Bijagual-Mamapacha (TBM),Boyaca,Boyaca: Rondon: Vda. Nueva Granada,98,81,75,514,152,44,108,98,97,103,90,1005,128,17,43,350,94,216,302,Oriental,4
-72.987089,10.017458,2600,Complejo de Paramos Perija (PRJ),Cesar,Cesar: Agustin Codazzi: Vda. La Frontera,122,104,80,661,183,53,130,124,114,128,112,2060,337,46,56,865,184,399,198,Oriental,5
-76.05675,6.507917,3374,Complejo de Paramos Frontino-Urrao (FRU),Antioquia,"Antioquia: Caicedo: Vda. Anocozca, Paramo El Junco",100,93,86,281,152,45,107,97,99,103,97,2806,362,116,33,947,413,800,806,Occidental,3
-77.582333,0.945556,3171,Complejo de Paramos Chiles-Cumbal (CHC),Narino,"Narino: Gualmatan: Cuatis , Vda. Los Cedros",96,89,89,396,146,46,100,99,90,99,89,1236,144,69,23,387,224,387,232,Nudo de los Pastos,4
-74.403267,3.932067,3082,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Cabrera: Vda. de Hoyerias,100,84,83,302,152,51,101,101,100,104,96,1307,151,48,33,438,179,374,316,Oriental,4
-74.399167,3.927367,3254,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Cabrera: Vda. de Hoyerias,90,83,83,266,141,41,100,91,90,94,87,1371,157,50,33,456,190,385,401,Oriental,2
-74.093381,4.345431,3492.7032,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Chipaque: Vda. las Fruticas,77,83,79,355,129,24,105,74,77,80,72,1314,149,47,33,436,187,351,406,Oriental,2
-74.399533,3.92805,3236,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Cabrera: Vda. de Hoyerias,90,83,83,266,141,41,100,91,90,94,87,1371,157,50,33,456,190,385,401,Oriental,2
-72.620889,6.664722,3175,Complejo de Paramos Almorzadero (ALM),Santander,"Santander: Carcasi: Vda. Victarigua, La Palma, Alto de Curubita",77,91,74,400,136,14,122,75,75,82,72,1593,217,25,48,606,130,432,528,Oriental,2
-75.377531,5.069175,3629,Complejo de Paramos Los Nevados (NVS),Caldas,"Caldas: Manizales: Vda. El Desquite, Fca. Martinica, Reserva Forestal Protectora Rio Blanco",70,84,88,239,117,22,95,71,69,72,67,2361,269,90,28,749,379,646,635,Central,1
-73.996139,4.549889,3350,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Ubaque: Reserva Ecologica Matarredonda,86,85,77,326,141,32,109,83,85,90,81,1205,137,47,29,371,188,321,354,Oriental,2
-74.40085,3.898667,3595,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Cabrera: Vda. de Hoyerias,72,82,82,286,122,23,99,70,72,75,68,1522,177,57,31,498,226,418,448,Oriental,2
-74.396217,3.91175,3429,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Cabrera: Vda. de Hoyerias,81,82,82,295,131,32,99,79,82,84,76,1449,168,54,32,477,208,401,357,Oriental,2
-74.402183,3.898183,3605,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Cabrera: Vda. de Hoyerias,72,82,82,286,122,23,99,70,72,75,68,1522,177,57,31,498,226,418,448,Oriental,2
-74.282061,4.200789,3769,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Pasca: Vda. Quebradas,64,81,79,324,115,13,102,62,65,67,59,1459,164,55,31,471,221,395,427,Oriental,2
-72.913931,10.293381,2800,Complejo de Paramos Perija (PRJ),Cesar,Cesar: La Paz: Cgto. San Jose de Oriente,103,102,79,697,162,33,129,104,93,109,92,2005,333,47,56,841,182,385,193,Oriental,5
-73.260306,5.810778,3354,Complejo de Paramos Iguaque-Merchan (IGM),Boyaca,Boyaca: Sotaquira: Vda. Avendanos,101,88,78,421,157,45,112,106,100,106,95,1131,171,35,46,387,161,387,196,Oriental,4
-73.252861,5.806417,3349,Complejo de Paramos Iguaque-Merchan (IGM),Boyaca,Boyaca: Sotaquira: Vda. Guaguani,95,86,77,433,151,40,111,101,95,101,90,1113,167,34,45,379,159,379,197,Oriental,4
-75.989806,3.310028,3120,Complejo de Paramos Las Hermosas (HMS),Tolima,"Tolima: Rioblanco: Herrera, Cuenca Rio Hereje, Vda. las Mercedes, predio el Auxilio",89,90,90,155,139,40,99,87,89,90,87,2031,264,68,39,782,302,502,556,Central,1
-75.973833,3.978861,3250,Complejo de Paramos Las Hermosas (HMS),Valle del Cauca,"Valle del Cauca: Tulua: Santa Lucia, Cuenca Rio Tulua, Cgto. Santa Lucia, Fca. la Cascada",84,89,91,208,134,37,97,81,84,86,81,1643,231,66,38,631,258,366,631,Central,1
-76.070889,3.538972,3045,Complejo de Paramos Las Hermosas (HMS),Valle del Cauca,"Valle del Cauca: Palmira: Cuenca Rio Amaime, Vda. la Nevera, Fca. la Victoria",98,91,92,184,148,50,98,95,98,99,95,2035,311,29,45,783,198,427,783,Central,3
-75.801167,4.000917,3420,Complejo de Paramos Chili-Barragan (CBG),Valle del Cauca,"Valle del Cauca: Sevilla: Cuenca Rio Bugalagrande, Vda. Miraflores, Fca. la Traviata",79,88,92,193,126,31,95,76,79,80,76,1640,218,76,37,622,274,446,622,Central,1
-75.990083,3.309611,3120,Complejo de Paramos Las Hermosas (HMS),Tolima,"Tolima: Rioblanco: Herrera, Cuenca Rio Hereje, Vda. las Mercedes, predio el Auxilio",89,90,90,155,139,40,99,87,89,90,87,2031,264,68,39,782,302,502,556,Central,1
-75.973194,3.9765,3375,Complejo de Paramos Las Hermosas (HMS),Valle del Cauca,"Valle del Cauca: Tulua: Santa Lucia, Cuenca Rio Tulua, Cgto. Santa Lucia, Fca. la Cascada",84,89,91,208,134,37,97,81,84,86,81,1643,231,66,38,631,258,366,631,Central,1
-75.429633,4.61885,3230,Complejo de Paramos Los Nevados (NVS),Quindio,"Quindio: Salento: Vda. Cocora, predio Estrella de Agua, Sector Paramo de Frontino",84,85,88,275,131,35,96,79,84,85,79,1883,237,93,31,652,327,511,652,Central,1
-75.422717,4.615783,3390,Complejo de Paramos Los Nevados (NVS),Quindio,"Quindio: Salento: Vda. Cocora, predio Estrella de Agua, Sector Paramo de Frontino",70,84,88,206,117,22,95,67,71,72,67,1942,236,90,29,641,337,534,641,Central,1
-72.922417,10.374889,2800,Complejo de Paramos Perija (PRJ),Guajira,Guajira: La Jagua del Pilar: Sitio Cerro Pintao,108,102,80,644,167,40,127,109,100,114,98,2049,342,46,57,863,183,393,193,Oriental,5
-72.9246,10.373289,2800,Complejo de Paramos Perija (PRJ),Guajira,Guajira: La Jagua del Pilar: Sitio Cerro Pintao,108,102,80,644,167,40,127,109,100,114,98,2049,342,46,57,863,183,393,193,Oriental,5
-72.9137,10.385044,2400,Complejo de Paramos Perija (PRJ),Guajira,Guajira: La Jagua del Pilar: Sitio Cerro Pintao,134,104,81,644,195,67,128,136,127,141,124,2175,363,44,58,923,183,419,193,Oriental,5
-72.985386,10.015333,2600,Complejo de Paramos Perija (PRJ),Cesar,Cesar: Agustin Codazzi: Vda. La Frontera,121,104,80,599,181,52,129,122,113,126,111,2053,336,46,56,862,184,397,198,Oriental,5
-72.984422,10.014356,2600,Complejo de Paramos Perija (PRJ),Cesar,Cesar: Agustin Codazzi: Vda. La Frontera,121,104,80,599,181,52,129,122,113,126,111,2053,336,46,56,862,184,397,198,Oriental,5
-72.925628,10.372425,2800,Complejo de Paramos Perija (PRJ),Guajira,Guajira: La Jagua del Pilar: Sitio Cerro Pintao,108,102,80,647,167,40,127,109,100,114,98,2054,342,46,57,865,183,395,193,Oriental,5
-74.093381,4.345281,3499.4088,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Chipaque: Vda. las Fruticas,77,83,79,355,129,24,105,74,77,80,72,1314,149,47,33,436,187,351,406,Oriental,2
-74.092831,4.35645,3242.2,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Chipaque: Vda. las Fruticas,90,86,78,377,145,36,109,87,90,94,84,1251,155,38,38,448,153,338,418,Oriental,2
-74.11795,4.254167,3289,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Une: Vda. Llanitos,86,84,79,315,139,33,106,84,85,89,81,1329,165,41,38,477,164,357,445,Oriental,2
-74.002917,4.547528,3234,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Ubaque: Reserva Ecologica Matarredonda,98,89,78,329,155,42,113,99,98,102,94,1164,137,40,32,376,168,330,326,Oriental,4
-74.117933,4.253017,3282,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Une: Vda. Llanitos,86,84,79,315,139,33,106,84,85,89,81,1329,165,41,38,477,164,357,445,Oriental,2
-74.12345,4.237567,3153,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Une: Vda. Llanitos,96,86,79,338,150,42,108,94,96,99,91,1306,170,35,42,493,141,358,374,Oriental,4
-74.002528,4.548528,3246,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Ubaque: Reserva Ecologica Matarredonda,98,89,78,329,155,42,113,99,98,102,94,1164,137,40,32,376,168,330,326,Oriental,4
-74.124333,4.239533,3210,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Une: Vda. Llanitos,96,86,79,338,150,42,108,94,96,99,91,1306,170,35,42,493,141,358,374,Oriental,4
-74.128161,4.254217,3292,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Une: Vda. Llanitos,75,83,79,345,127,23,104,72,75,78,70,1378,160,48,34,468,191,369,434,Oriental,2
-74.309969,4.215689,3090,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Pasca: Vda. Quebradas,105,87,81,297,159,52,107,106,104,109,101,1134,142,39,37,390,147,333,265,Oriental,4
-74.303219,4.215561,3267,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Pasca: Vda. Quebradas,90,85,80,298,143,38,105,88,90,93,86,1239,144,42,35,417,164,347,311,Oriental,2
-74.123183,4.2375,3143,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Une: Vda. Llanitos,96,86,79,338,150,42,108,94,96,99,91,1306,170,35,42,493,141,358,374,Oriental,4
-74.400433,3.927483,3246,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Cabrera: Vda. de Hoyerias,100,84,83,302,152,51,101,101,100,104,96,1307,151,48,33,438,179,374,316,Oriental,4
-74.093311,4.345711,3486.912,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Chipaque: Vda. las Fruticas,77,83,79,355,129,24,105,74,77,80,72,1314,149,47,33,436,187,351,406,Oriental,2
-74.095347,4.355867,3351.5808,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Chipaque: Vda. las Fruticas,90,86,78,377,145,36,109,87,90,94,84,1251,155,38,38,448,153,338,418,Oriental,2
-72.636,7.154111,2861,Complejo de Paramos Almorzadero (ALM),Norte de Santander,Norte de Santander: Chitaga: Vda. Siaga,109,91,73,359,166,43,123,112,104,113,104,1133,160,20,51,432,84,315,119,Oriental,4
-72.834083,6.986222,3210,Complejo de Paramos Almorzadero (ALM),Santander,"Santander: Guaca: Cgto.Baraya, Vda. La Planada",80,89,72,359,137,14,123,83,76,84,76,1245,157,23,45,456,114,367,114,Oriental,2
